x1,x2,cluster
1.07833000,1.11739600,2
0.99759500,1.22345400,2
0.84791700,1.11895000,2
1.14711400,0.89931800,2
1.24272700,1.06640100,2
1.21378700,0.84629100,2
0.86414300,0.84071600,2
0.76898600,0.99063100,2
0.76805500,1.22733300,2
0.88224500,1.05795200,2
0.77956800,0.95644500,2
1.05390700,0.90630300,2
0.76101900,0.81064300,2
1.19372600,0.86285600,2
0.96795800,1.16568100,2
0.83699600,1.02782700,2
1.08918900,1.02978400,2
1.00895600,0.77928300,2
1.16898600,1.11229500,2
0.75814600,0.99816200,2
0.85232500,1.18339000,2
0.87982900,0.83404200,2
0.77720400,0.98316500,2
1.24173000,1.14915900,2
0.96213300,1.20063600,2
0.90608500,1.11063900,2
1.20134800,1.07099600,2
0.91433100,1.24907900,2
0.78552600,0.93294500,2
1.16379700,1.16538800,2
0.81157500,1.14698600,2
0.75931800,0.94716300,2
0.93147000,1.10028600,2
1.06699100,0.75093400,2
1.11719300,1.11404100,2
0.93209600,0.91721700,2
0.88649200,0.92523300,2
1.14873800,0.91162700,2
0.94246600,1.03624100,2
0.78486100,0.82714300,2
0.82893600,1.11300900,2
0.87302400,1.14020500,2
0.99308300,0.76525600,2
0.77468600,0.88638800,2
1.07703100,0.96071100,2
1.21375800,0.91024700,2
0.83085000,1.00942500,2
1.05376400,0.84825600,2
0.75086000,1.00391000,2
0.86221300,1.02383200,2
0.89920500,0.81619600,2
1.16564000,0.96904000,2
0.85330400,1.23385400,2
1.04925400,0.83887800,2
0.86711300,1.06362200,2
0.89626200,1.05091900,2
1.10004300,1.04344700,2
1.09366400,1.06559400,2
1.18393600,1.18163500,2
0.95367000,0.82058400,2
0.95368300,1.18522500,2
0.91290800,0.94651100,2
0.86284500,0.94878100,2
0.77516100,1.02054200,2
0.94210000,1.14953700,2
0.85765600,0.75954500,2
1.13535700,0.83512900,2
0.88575300,1.21504300,2
0.96606800,0.99611400,2
0.85639300,1.20853600,2
1.24457700,0.98706500,2
0.85677400,0.93759800,2
0.92625300,0.79724400,2
0.98144800,0.89072600,2
0.76971800,1.07465200,2
1.03841500,0.93202900,2
1.12465500,0.97576200,2
1.17277000,1.15562200,2
0.99947900,0.84728300,2
0.86506000,0.86400900,2
1.02057100,0.94603400,2
0.98077500,0.79470300,2
0.99686100,0.86831600,2
1.15723000,1.00504800,2
1.04615700,1.09116500,2
0.81459700,1.12641600,2
1.12300100,1.02439600,2
0.96897100,1.01587000,2
0.81167200,1.23461700,2
0.80706300,1.16592700,2
0.91259100,1.03017000,2
1.15450800,1.08114000,2
1.15547800,0.88944800,2
1.03273700,1.19406600,2
0.81847900,0.77410100,2
0.95299800,0.77249700,2
1.11887300,1.19336700,2
0.94033600,1.16493000,2
0.96800800,0.97607100,2
1.01520400,1.14183600,2
1.05084000,1.06282300,2
0.98587300,1.01658800,2
1.19868800,0.75249700,2
0.92092500,1.17180300,2
1.17279100,1.22431300,2
1.07783100,1.07434900,2
0.76577900,0.80964000,2
0.86101000,0.83544900,2
1.05836700,0.90612600,2
1.07071900,0.86104400,2
1.23934500,1.11082700,2
0.78277600,1.14200200,2
1.10840500,1.09871700,2
1.16831400,0.75376900,2
1.23337900,0.98828800,2
0.92266700,1.17069700,2
1.22611500,0.91692500,2
1.22294200,1.05155600,2
1.23456800,0.79529600,2
0.77497900,1.21964200,2
1.02256600,1.22222300,2
1.04210300,1.14340400,2
0.92327200,0.81933200,2
1.17047300,0.82164500,2
1.00756000,0.78821700,2
0.93878400,1.09115000,2
1.00429600,0.80196900,2
0.76372000,1.00397000,2
0.84595500,0.91759000,2
0.88678600,1.06660400,2
1.19005100,1.03617600,2
0.85299000,0.79398200,2
0.88453900,1.04369400,2
0.76738200,1.20742500,2
1.10364700,1.13675100,2
1.08151300,1.09761400,2
0.77950700,0.97499700,2
0.81865300,1.08118300,2
0.99453400,1.20458100,2
1.19396300,1.20262700,2
1.17964400,1.06558800,2
1.02380400,1.07204900,2
0.78424000,1.23043700,2
1.14695900,0.78360600,2
1.04527500,1.21993300,2
0.79982300,1.12958700,2
1.08480300,1.20900300,2
0.99743900,0.91065400,2
0.80806500,0.76510200,2
0.97277300,0.94408500,2
0.20746600,0.30884500,6
0.36771900,0.43872500,6
0.45175400,0.09865700,7
0.40107600,0.48788200,6
0.05421100,0.31902000,6
0.16108000,0.02955800,6
0.46889200,0.39540900,7
0.48310200,0.23714900,7
0.15971800,0.46803000,6
0.07668700,0.43316900,6
0.02366200,0.03124500,6
0.16039000,0.26356900,6
0.02632500,0.08582800,6
0.34769800,0.03083800,6
0.02586800,0.25723500,6
0.40283700,0.26038400,6
0.26956200,0.45456900,6
0.00136400,0.01656100,6
0.19616200,0.03220800,6
0.03717900,0.44223400,6
0.46683900,0.06882100,7
0.31497300,0.46891400,6
0.07759200,0.29701900,6
0.15509200,0.13327800,6
0.47687300,0.40092900,7
0.01643800,0.44027400,6
0.32354800,0.34869200,6
0.21223700,0.23301900,6
0.37242300,0.14224400,6
0.15338800,0.06537100,6
0.46718100,0.34765300,7
0.30459200,0.12430000,6
0.25391800,0.01591100,6
0.17956400,0.31609200,6
0.00238100,0.11625400,6
0.23337900,0.21292700,6
0.33654600,0.38193000,6
0.43236200,0.15453100,7
0.23138000,0.01179200,6
0.09492500,0.41336300,6
0.32839700,0.48017700,6
0.30035100,0.46119500,6
0.45907400,0.28221900,7
0.25679300,0.01995200,6
0.24222800,0.28211200,6
0.00458600,0.24035400,6
0.23912600,0.43775700,6
0.20648800,0.02812400,6
0.40842800,0.04684700,7
0.04255100,0.22947000,6
0.00193900,0.29661100,6
0.38409100,0.09503600,6
0.08176500,0.30231000,6
0.46856100,0.16466300,7
0.01957100,0.48799700,6
0.23513800,0.45410100,6
0.15949500,0.09717800,6
0.30944500,0.07916100,6
0.28767700,0.32066600,6
0.34506300,0.22285700,6
0.15339900,0.49430300,6
0.03934400,0.13670300,6
0.02954600,0.05014900,6
0.14155400,0.16862900,6
0.18334600,0.40132500,6
0.16244500,0.12683000,6
0.15232600,0.20291900,6
0.27613200,0.12144300,6
0.38493900,0.45917500,6
0.07749100,0.37402600,6
0.11049300,0.24066100,6
0.42129100,0.34863600,6
0.24883900,0.33417500,6
0.02288300,0.43766300,6
0.25666700,0.47287500,6
0.34452000,0.33061900,6
0.03433800,0.38443600,6
0.02620900,0.10470100,6
0.38483700,0.25099800,6
0.24554400,0.00225100,6
0.02475000,0.29625800,6
0.40702100,0.30209200,6
0.29607300,0.10225400,6
0.46810700,0.14927000,7
0.01722400,0.41123100,6
0.00670400,0.18085500,6
0.34181800,0.08643300,6
0.32261600,0.27423800,6
0.06452600,0.08974500,6
0.44424600,0.24875100,7
0.02481700,0.28381200,6
0.38100100,0.37144900,6
0.11138600,0.08161400,6
0.32174300,0.05354300,6
0.36277800,0.44740200,6
0.23008200,0.17526100,6
0.29299500,0.49951000,6
0.42848100,0.04376000,7
0.34483400,0.47774600,6
0.29480800,0.07129700,6
0.28820400,0.11591300,6
0.11740300,0.35894700,6
0.43589300,0.00345000,7
0.46766400,0.48497400,7
0.24503200,0.32928500,6
0.15279700,0.42633400,6
0.20893600,0.47567200,6
0.40560200,0.18680600,6
0.42104200,0.27016300,6
0.45304100,0.36589500,7
0.31036700,0.30975000,6
0.48080400,0.07894200,7
0.30617100,0.14288200,6
0.27722100,0.33072500,6
0.08847200,0.23218700,6
0.49660800,0.15239400,7
0.12059000,0.02362300,6
0.02945600,0.03472000,6
0.34007400,0.11619700,6
0.40494200,0.42938800,6
0.20517500,0.46049900,6
0.47975800,0.34448400,7
0.25545700,0.21400000,6
0.38657200,0.33032400,6
0.44716000,0.34637100,7
0.32525500,0.43743800,6
0.26665200,0.31908700,6
0.28050100,0.02976800,6
0.00856000,0.16010400,6
0.14060400,0.15306300,6
0.12913600,0.01664900,6
0.47385400,0.49094200,7
0.24993300,0.29697100,6
0.39142400,0.28925800,6
0.19205600,0.30537000,6
0.48856500,0.49317500,7
0.36706700,0.33389100,6
0.30957300,0.22073400,6
0.43701800,0.49879600,6
0.12620600,0.09174100,6
0.38316200,0.20022700,6
0.05410500,0.34142200,6
0.49055900,0.43947800,7
0.15727100,0.07457200,6
0.26409300,0.34982300,6
0.20672400,0.45784000,6
0.44034700,0.18409300,7
0.16626400,0.10526300,6
0.04932700,0.15500800,6
0.27557200,0.38536600,6
0.41020700,1.94274100,4
0.28889700,1.86685400,8
0.01607200,1.86824700,8
0.00618300,1.62437900,8
0.47404100,1.68063500,4
0.20274100,1.64581900,8
0.01924200,1.62215700,8
0.42340900,1.61821700,8
0.11372900,1.91536900,8
0.35765600,1.92073100,8
0.27480800,1.56358900,8
0.15318100,1.71990700,8
0.05107600,1.86798500,8
0.05731900,1.64504400,8
0.47911700,1.84247100,4
0.19789600,1.61961500,8
0.40889900,1.75102200,8
0.12819400,1.53845000,8
0.28176400,1.80112700,8
0.46428800,1.60977900,4
0.28132000,1.60177800,8
0.03725100,1.82627400,8
0.25457500,1.83476500,8
0.46759400,1.68986300,4
0.41834900,1.69395200,8
0.44478800,1.99133600,4
0.12430400,1.51884300,8
0.26084800,1.63770700,8
0.35483100,1.68590800,8
0.30365900,1.72776000,8
0.16161100,1.72401400,8
0.26313600,1.79940100,8
0.43884000,1.78872700,4
0.24125200,1.91116500,8
0.24388500,1.56435200,8
0.28562500,1.97465700,8
0.33959600,1.86228400,8
0.08554100,1.52470000,8
0.23452200,1.64956800,8
0.17921900,1.89961900,8
0.23998100,1.97252800,8
0.02153900,1.60536800,8
0.44620400,1.73690900,4
0.15264200,1.95406900,8
0.04373400,1.56817600,8
0.48947800,1.90010500,4
0.08077700,1.50345300,8
0.43480000,1.84498700,4
0.05240600,1.56003300,8
0.06105200,1.54605400,8
0.16330000,1.78449500,8
0.08023200,1.64340300,8
0.19214400,1.71112600,8
0.15504200,1.71449400,8
0.11284100,1.74873900,8
0.34149500,1.67651800,8
0.49539800,1.87086900,4
0.07865700,1.78287500,8
0.21760500,1.60597900,8
0.15729000,1.90201700,8
0.16760800,1.71144900,8
0.00591500,1.72441400,8
0.40696000,1.56799900,8
0.43018200,1.51656000,8
0.19397300,1.74964900,8
0.12939900,1.52970400,8
0.33795400,1.90836500,8
0.39272100,1.67537200,8
0.06635300,1.56230200,8
0.34670300,1.59978700,8
0.43888900,1.59183800,8
0.48580500,1.82491400,4
0.33541200,1.72858300,8
0.46791700,1.67515100,4
0.17754000,1.56910300,8
0.29810300,1.77556400,8
0.31805500,1.65734100,8
0.05545500,1.99009100,8
0.44658300,1.95750100,4
0.24038200,1.76628000,8
0.41524900,1.58267200,8
0.13257200,1.96690500,8
0.08383000,1.95349700,8
0.25354300,1.89818500,8
0.12030800,1.63594700,8
0.12189000,1.88936200,8
0.16983100,1.94756000,8
0.47421900,1.93903400,4
0.42271100,1.52747600,8
0.00026400,1.61990400,8
0.37043100,1.93717500,8
0.40674300,1.62551300,8
0.43753900,1.99603800,4
0.28131700,1.55003200,8
0.21685500,1.95868000,8
0.27532400,1.71532900,8
0.21560900,1.80945900,8
0.06196700,1.59833000,8
0.34090700,1.88364300,8
0.35526300,1.66603000,8
0.31437500,1.72445100,8
